,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
34588,28931,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Mr. Men Printed Purple T-shirt,841.25
5610,29461,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Giordano Women White Dial Watch,2293.85
18719,16973,Men,Footwear,Sandal,Sandals,Olive,Fall,2011.0,Casual,Puma Men Cooper Black Sandal,2525.95
10393,15650,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Football Soccer White Tshirts,732.85
9246,50464,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue & Grey Pack of 2 Briefs,2264.85
9985,48067,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,French Connection Men Brown T-shirt,2069.5
15215,17781,Men,Accessories,Ties,Ties,Brown,Fall,2011.0,Formal,Reid & Taylor Men Stripes Brown Tie,1394.99
32466,11254,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Edition Navy Blue T-shirt,2467.85
24679,19323,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Myntra Men Solid Navy Blue Sweatshirt,2122.49
30385,33566,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Women Sunset Beach White T-shirt,1718.75
17248,10211,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Lambretta Grey Handbags,2717.49
28200,6555,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011.0,Casual,Nike Unisex All Access Grey Backpack,688.99
43335,55087,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,Casual,Pond's Flawless White Deep Whitening Facial Foam,2766.75
27806,52505,Women,Apparel,Loungewear and Nightwear,Bath Robe,Off White,Winter,2015.0,Casual,Red Rose Off-White Printed Bath Robe,2353.75
8538,13356,Women,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,Timberland Women Femmes Silver Casual Shoes,557.85
29278,59144,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Casual,Tiptopp Women Black Sandals,2190.75
465,1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt,1350.75
1165,27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black V-neck T-Shirt,2710.49
8960,22072,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta,2843.49
7560,56199,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,1328.9
31994,32228,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Kurta,1241.25
28458,51513,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Sliver-Toned Dial Watch NA3039sl01,1393.5
30199,22621,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Printed Black T-shirt,1226.85
7168,18176,Boys,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Doodle Kids-Boys Flap 02 Green Sweatshirt,2927.95
12212,54842,Women,Accessories,Jewellery,Jewellery Set,Blue,Fall,2012.0,Casual,Ivory Tag Women Rock Array Blue and Red Jewellery Set,1565.25
41033,20825,Men,Footwear,Shoes,Casual Shoes,White,Winter,2018.0,Casual,Red Tape Men Casual White Shoes,1203.99
12586,33583,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wrangler Men Triple Striped Green T-shirt,1427.25
2181,8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts,1549.0
25485,9609,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Purple Shirts,1117.25
14825,46316,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Men White Dial Chronograph Watch FS4647,1259.95
20273,1812,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Solognac Men Green T-shirt,696.85
15837,49107,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Deborah Shine tech Red Passion Nail Polish 29,2003.75
37781,3206,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Super Heros Blue T-shirt,2280.85
26481,39517,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Laptop Bag,2139.85
27418,1868,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Mens Facebook Like T-shirt,1343.9
36277,56127,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Colorbar Almond Coffee Foundation 003,1091.0
25482,51403,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Myntra Men Blue and White Check Shirt,1420.0
34376,32803,Women,Footwear,Flip Flops,Flip Flops,Purple,Winter,2012.0,Casual,iPanema Women Neo Purple Flip Flops,1366.75
41463,29193,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,United Colors of Benetton Women Multi Coloured Handbag,2255.99
7161,3229,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Mid Black Silver Shoe,417.9
30361,4860,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men French Football Federation Blue Jersey,2140.9
28738,22218,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Little Miss Women Funky Maroon T-shirt,2826.95
25066,4111,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Fila Men Motor Sports Black Red Sandal,836.9
21296,55476,Women,Personal Care,Lips,Lip Liner,Pink,Spring,2017.0,Casual,Revlon Colorstay Nudes Lip Liner,445.9
43922,18079,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Crusoe Men Metro Black Brief,944.85
40824,13000,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Heels,1644.75
31459,42133,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Dunk High Grey Shoes,855.99
21521,56238,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy & Grey Lounge Set,1679.75
2865,18032,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Lino Perros Women Solid Beige Handbag,1365.25
30743,5770,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Jealous 21 Women's Purple Detailed Top,2039.99
9349,33760,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women Viva White Top,2094.99
27635,12505,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Short Black Tops,2588.75
32385,18312,Men,Apparel,Topwear,Sweaters,Grey,Summer,2011.0,Casual,Wills Sport Men Grey Striped Sweater,1636.99
23090,11928,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Skechers Women Tone White Sports Shoes,180.95
17023,54730,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes,2337.25
31063,42105,Men,Apparel,Bottomwear,Shorts,Grey,Spring,2013.0,Casual,ADIDAS Men Grey Aess Hsj Shorts,2212.25
842,47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes,990.0
2055,17028,Men,Footwear,Flip Flops,Flip Flops,Grey,Spring,2013.0,Casual,GAS Men Grey Pine Flip Flops,677.25
32096,32025,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Casual,Playboy Men Cream Socks,1327.5
27838,47681,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Carlton London Men Navy Blue Shoes,2232.9
2528,57366,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015.0,Casual,Amante Women Pink Lace Briefs PCFR11,2508.49
2296,10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts,739.85
38212,27313,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,2017.0,Casual,ADIDAS Women Natural Vitality Deos,1131.0
41439,2801,Men,Footwear,Sandal,Sandals,Black,Fall,2009.0,Casual,iD Men Casual Leather Black Sandal,2318.25
17690,2233,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Puma Men Carbon Sandal,1813.0
16810,48734,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012.0,Casual,Revv Men Steel Bangle,2598.9
27038,51005,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Enamor Purple Full Figure Bra,1215.5
23444,59668,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Green Printed Evening Wear Sari,1393.99
42894,56232,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,2042.95
18607,17290,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Spykar Men's Solid Sweater,1506.99
16880,20477,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Baggit Women Oscar Opart Beige Wallet,60.0
11925,33386,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Banjara Taj Purple Handbag,3000.5
43480,2699,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girls Disney girl pink pooh top Kidswear,2516.49
252,22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men White Capri II Casual Shoe,1614.75
43574,30073,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Dial Watch,1270.99
35751,51530,Women,Accessories,Watches,Watches,Silver,Summer,2017.0,Casual,Fastrack Women Silver-Toned Dial Watch NA2404sm01,754.99
41577,15332,Men,Apparel,Bottomwear,Track Pants,Off White,Fall,2011.0,Sports,Nike Men Solid Off-White Track Pants,2642.0
36065,24590,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta,2440.25
18362,10845,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Men Falcon Print Red T-Shirts,1907.49
41382,55885,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 37,546.0
39652,6291,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Classic Polo Men's Swiss Red T-shirt,379.75
42787,7525,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's Round Neck Red T-Shirt,2025.99
41788,36127,Men,Accessories,Wallets,Wallets,Brown,Fall,2012.0,Casual,OTLS Men Brown Mark Wallet,2979.0
41884,37657,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White Socks,796.5
12791,28590,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Leather Black Belt,483.75
44170,34871,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured  Bag,2584.25
38584,52376,Women,Apparel,Loungewear and Nightwear,Nightdress,Peach,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,1667.25
13983,36853,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Spykar Men Everybody White Shirt,2260.5
12492,44273,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Formal,Hidekraft Men Black Wallet,81.49
37177,36232,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Women Air Dictate 2 MSL White Sports Shoes,533.0
4741,59467,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,334.85
40539,47575,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Wedges,1102.85
23892,33687,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Cobblerz Men Brown Casual Shoes,1470.25
26696,46617,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Coloured Wedges,1879.9
23014,24663,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Converse Unisex Oxford Red Casual Shoes,2808.95
20979,7173,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul Black White Shirt,1164.75
34498,52324,Women,Accessories,Jewellery,Bangle,Black,Winter,2016.0,Casual,ToniQ Women Black Bangle,2120.95
13370,19649,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,United Colors of Benetton Women Solid Magenta Top,412.0
5195,46815,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Gini and Jony Girls Yellow Top,1542.9
21093,5885,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Ducati Graphic Black T-shirt,355.49
17593,40301,Unisex,Footwear,Sandal,Sandals,Charcoal,Winter,2013.0,Casual,Warner Bros Kids Charcoal sandals,255.5
11759,28368,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Idee Men Copper Sunglasses,1992.5
12103,46577,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Timex Women Blue Watch,1469.95
31837,18725,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Arrow Woman Ester Purple Sweater,768.5
33261,55929,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,Casual,Colorbar Plum Wine Nail Lacquer 41,2942.49
16408,43291,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Murcia Women Grey Kate Handbag,41.9
35354,10136,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Pure Vitality Black Steel Watches,1614.9
16801,23837,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Razor Sports Shoes,1605.95
40746,29156,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,United Colors of Benetton Men White Polo T-shirt,227.95
26088,30637,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Sports,Nike Women Printed Tempo Red Shorts,2383.95
34507,34136,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Turtle Men Leather Black Wallet,1427.5
21111,28684,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Proline Men Cream-Coloured Sleeveless T-shirt with Printed Detail,386.49
4859,24006,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Regent Polo Club Men White Striped Shirt,2486.0
39469,17260,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Ivory Polo Tshirt,2738.49
22425,44585,Men,Apparel,Bottomwear,Jeans,Black,Summer,2017.0,Casual,Lee Men Black Skinny Fit Jeans,652.9
20292,44134,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017.0,Casual,DKNY Men 50 ml Perfume,2591.75
18090,11160,Men,Accessories,Ties,Ties,Grey,Fall,2011.0,Formal,Indigo Nation Men Check Grey Ties,819.99
37718,34155,Girls,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Gini and Jony Girls Pink Top,300.9
13623,48488,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top,2328.5
17721,5224,Unisex,Accessories,Bags,Messenger Bag,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue Travel Messenger Bag,495.95
30278,33559,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Women Candy Striped Blue T-shirt,1151.5
8940,16623,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Probase Men Solid Brown Trouser,1090.75
34276,52912,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Printed Sari,639.49
24275,30495,Women,Apparel,Innerwear,Bra,Beige,Summer,2014.0,Casual,Lovable Women Fiona Beige Bra,1632.85
25270,56048,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Colorbar Rare Truffle Lipstick 03,1410.9
37133,33912,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch,27.99
16476,55132,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,Casual,Lakme Truewear Color Crush 08 Nail Polish,290.75
13252,6526,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women's Strong Poly Black Track Pant,1270.85
17163,32525,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Tonino Lamborghini Men Mitico Perfume,1780.85
28014,33955,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt,516.9
16106,24364,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Folklore Women Green  Kurta,2302.85
20023,20447,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Casual Grey Shoes,1433.49
20477,34085,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Clarks Men Manor Hall Leather Blue Shoes,1200.0
3308,25180,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Brown Handbag,1218.75
27870,11808,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Cotton Silk Maroon Kurtas,2207.5
18644,37238,Women,Footwear,Shoes,Flats,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sandals,762.25
7431,51713,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH213-C1,201.85
43804,31994,Men,Accessories,Socks,Socks,Khaki,Summer,2016.0,Formal,Playboy Men Khaki Green Socks,1846.25
15662,7401,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Casual Shoes,792.75
28249,44003,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Police Women Pure Perfume,233.85
22508,13229,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers,1678.85
20124,49883,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Analog Watch,2997.9
14722,29042,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2013.0,Sports,ADIDAS Men Black Track Pants,1356.85
42574,21393,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt,871.95
30343,6539,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,Nike Unisex Fundamen Blue Backpack,1845.25
40326,10883,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011.0,Casual,Wrangler Men American Photo Print Beige T-shirt,2365.95
14773,21680,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Chronograph Watch CH2692,861.0
30773,49946,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Shorts,1622.75
22393,54525,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Zero Gravity Sports Shoes,1001.5
18988,59615,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Collection for Wedding Sari,2622.9
10538,13137,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012.0,Casual,iD Men Green Casual Shoes,1074.25
26525,39341,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Fila Men Zoom White Shoes,870.5
3356,54573,Women,Apparel,Topwear,Kurtas,Coffee Brown,Summer,2012.0,Ethnic,Sushilas Women Coffee Brown Kurta,1538.85
38325,49701,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Casual,Park Avenue Men Red Tie,2403.5
41433,33851,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Puma Men Bolt Lite Green Shoes,1056.5
24056,12990,Unisex,Footwear,Shoes,Sports Shoes,Purple,Fall,2011.0,Sports,ADIDAS Kids Unisex Adispeed Purple Sports Shoes,2882.75
29225,28785,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2014.0,Casual,Enamor Women Pack of 2 Briefs,2932.5
34495,5166,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Special Ops Bull Dog Black T-shirt,923.25
12967,5537,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Free Black White Shoe,789.5
41574,56869,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats,2141.85
3986,32596,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,ONLY Women Peach Long Tank Top,1910.99
39331,2607,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men's Black Stripe T-shirt,1531.95
33026,41986,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Around The World Navy Blue T-shirt,65.99
8492,36475,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Dobby Purple Kurta,694.9
16577,37579,Girls,Accessories,Gloves,Gloves,White,Summer,2012.0,Casual,Madagascar 3 Infant Girls White Mittens,1988.99
12267,15816,Men,Apparel,Innerwear,Briefs,Maroon,Summer,2016.0,Casual,Facit Men Trophy BKN Maroon Briefs,1595.5
26565,26534,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012.0,Casual,ID Men Red & White Shoes,2635.9
16343,30909,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Ethnic,Fabindia Women Striped Green Top,2938.99
6014,41984,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around The World White T-shirt,2380.75
44117,48193,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,868.75
36711,8486,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Butterbean Blue Dress,2911.75
3455,3193,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Tantra Men's Nerds Light Brown T-shirt,2883.49
31035,17135,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Classic Black Handbag,317.75
10873,30948,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Ethnic,Fabindia Women Red Cambric Top,2233.25
18338,28475,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Urban Yoga Women Printed Blue Kurta,34.9
36979,59996,Women,Apparel,Dress,Dresses,Purple,Summer,2014.0,Casual,Avirate Black & Purple Dress,1536.5
40924,10027,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women's White Tshirt,955.0
42027,48133,Women,Accessories,Wallets,Wallets,Multi,Winter,2016.0,Casual,Fossil Women Multi Coloured Wallet,1751.85
33336,47406,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Baggit Women Red Border Lisa Wallet,660.49
4283,7790,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Proline Men Olive Green Polo T-shirt,2164.85
13268,24161,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aurelia Women Blue Kurta,924.95
27053,12706,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Deep Red White Sports Shoes,1993.5
27893,34387,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Fuel Your Desire T-shirt,1540.99
20290,26927,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,503.99
37128,28754,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,1078.95
38880,35045,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Silk Green Kurta,413.49
43707,55074,Women,Personal Care,Makeup,Kajal and Eyeliner,Sea Green,Spring,2017.0,Casual,Lakme Glide On Aqua Green Eye Color,962.95
43930,23204,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Check Shirt,2940.85
35215,58686,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,ALayna Women Blue Kurta,1508.25
40182,55474,Women,Personal Care,Lips,Lip Liner,Purple,Spring,2017.0,Casual,Revlon Colorstay Vixens Lip Liner,1447.0
11941,47451,Women,Footwear,Shoes,Flats,Brown,Summer,2012.0,Casual,Tiptopp Women Brown Sandals,588.75
11968,41594,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Basics Men Grey Striped Shirt,321.85
17582,11791,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Vishudh Women Pigment Print Navy Blue Kurtas,285.49
21631,46601,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Coloured Heels,1970.25
42765,7141,Women,Apparel,Topwear,Tunics,Gold,Fall,2011.0,Casual,Scullers For Her Women Lace Gold Black Tunics,1951.95
18821,26727,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Tech Black T-shirt,614.75
40146,13053,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch 2166SL01,876.25
34599,44884,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Striped Polo neck T-shirt,1383.95
40951,51625,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fossil Women Purple Dial Chronograph Watch ES3038,2121.49
7040,56703,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Kurta,2545.0
11797,15811,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Trophy BF Black Briefs,1026.99
22962,18851,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Head Red Tshirt,1084.25
23082,49851,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Unisex Black Digital Stop Watch,2342.95
10484,30341,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Fakebook Off White T-shirt,1373.49
1503,32191,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Phantom Blue Sports Shoes,532.5
12988,6180,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,ADIDAS Women's Lucent Print White Flip Flop,407.85
28193,4202,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Disney Kids Boy's Navy Crew Sea Life Sialing Kidswear,2988.85
32199,49118,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Deborah Pink 24 Power 07 Lipstick,572.25
37719,7652,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Lifestyle White T-shirt,2866.49
1114,39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012.0,Casual,Mr. Men Green T-shirt,1657.85
42949,22378,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Mark Taylor Men Purple Striped White Shirt,1959.75
